,N-methylpyrrole,246-Trimethylpyridine,Nile red,Methylcyclopentane,Cyclopentane,Pyridine,1234-tetrafluorobenzene,Asn,Arg,Ala,Glu,Leu,Phe,Cys,Ser,Ile,Gln,Met,Trp,Asp,Val,Gly,Pro,Tyr,Lys,His,Thr,Benzene,Benzenesulfonic acid,Pyrene,Phenanthrene,P2,ZnPh,P1,Purine,Thymine,2-methoxynaphthalene,Adenine,Hypoxanthine,Cytosine,22-bipyridyl,Guanine,213-Benzothiadiazole,Pyrimidine,1-methoxy-3-methylbenzene,Biphenyl,Xanthine,26-Diaminopurine,1-Chloro-3-methoxybenzene,Trimethyloctadecylammonium bromide,Sodium n-decyl sulfate,Decyltrimethylammonium bromide,Sodium n-octadecyl sulfate,Dodecylamine,Tridecanoic acid,Dodecanoic acid,Dodecyltrimethylammonium bromide,16-diphenyl-135-hexatriene
266.0,11017,0,0,4770,3531,0,1614,13704,4487,6679,3285,29015,2399,3461,0,6584,0,0,0,0,4297,0,0,5903,3012,0,0,8965,0,0,0,5798,0,0,0,0,0,0,0,0,0,9430,0,6376,0,0,1620,0,0,3584,1760,2863,9220,0,0,0,0,9347
267.0,5762,0,3241,23846,114250,0,0,33507,13018,6032,17545,19094,1349,13350,0,14869,12885,10242,0,35257,3464,1958,3116,9120,21115,8667,0,17415,2006,6975,0,21125,0,5241,5094,4363,2914,0,3673,4041,0,14180,0,5664,0,3504,4335,5235,2916,29802,19886,2040,48078,0,3280,2477,0,6388
268.0,6412,0,0,5681,23755,0,7574,8732,1840,13819,5616,1111,387316,4953,8992,2837,3608,0,0,4442,3145,0,1805,0,6874,3174,0,13315,0,2330,0,6525,0,0,1917,0,0,0,0,0,0,10599,0,3564,0,0,0,0,0,7010,4404,0,11746,0,0,0,0,0
269.0,4640,0,0,12081,15553,0,3353,23713,13971,8816,20821,6836,92816,17964,3295,12299,12931,8757,2576,13913,0,5381,2899,11080,17673,8500,3753,9937,3789,1420,2215,28176,0,6984,2218,12483,4170,0,5444,3766,3430,20062,4294,5093,0,0,5299,2729,6680,7418,22943,2052,131575,0,0,0,0,4401
270.0,13578,0,0,6374,7621,0,0,7938,5194,2736,6945,1807,24922,7662,0,5849,4070,2664,0,3416,3544,4243,0,0,6062,0,0,7345,0,0,0,7315,0,0,0,5107,0,57553,0,0,0,10445,0,6025,3447,0,0,0,0,0,10336,0,49316,0,1931,1817,0,0
271.0,10158,0,5635,10545,11722,0,0,33715,26834,6894,47243,10229,5524,33786,0,34971,22652,8416,5080,24929,4173,8119,2916,17168,31881,12807,6542,5757,6380,4170,0,33641,0,11413,5338,14686,3845,1333841,7567,5435,4912,37570,7069,4150,5360,4084,11905,6003,7638,3793,38868,7802,21392,0,5154,3846,0,7997
272.0,75168,0,0,8366,3602,0,2788,8920,8237,4870,14003,3222,3087,11700,0,9813,6321,0,0,8111,0,0,0,6012,9508,2983,0,12638,0,0,0,8915,0,3544,0,0,0,252580,0,4127,0,20707,1578,4728,24107,0,3382,0,0,0,10650,2768,3946,0,0,1498,0,2987
273.0,140002,0,5171,8869,10008,0,7000,11887,15430,2148,10064,3511,0,12941,0,8403,12291,6216,0,21449,3153,5611,5729,10999,9742,5862,5397,3217,4841,8046,0,30200,3788,10398,0,17979,7557,56393,155823,8626,3661,45103,3897,16355,12482,0,8096,4496,4451,2372,11017,16601,0,3514,102499,4799,1783,4593
274.0,465297,0,0,4529,3187,0,17347,6604,6414,7028,13044,5506,0,8298,2890,9968,6447,0,0,11850,3280,4096,0,5487,14453,0,0,0,0,0,0,7919,0,2655,0,5383,0,33745,27431,13282,0,32849,0,9398,20937,0,4802,0,0,1059,5311,4824,2237,0,20080,3286,0,2776
275.0,119327,0,9924,8479,24692,0,28345,31068,32062,4404,74605,35167,0,33833,0,125369,37420,10151,5134,21429,12532,8749,1776,13081,29741,9721,9590,2518,2397,0,0,19849,0,13432,0,11500,2138,22932,10102,3712,2457,35318,3434,6631,26519,0,8134,2611,0,1452,23321,6418,0,0,13925,3387,2407,8088
276.0,615100,0,1718,10056,9303,0,10679,5439,10278,7181,14806,7327,0,10534,4296,22440,9477,1911,1452,11659,4122,7546,0,14963,5430,0,4033,0,1325,0,0,10628,0,3935,0,3874,0,13589,3479,0,0,69708,0,0,5430,0,4971,0,0,0,5660,5231,0,0,3640,3130,0,4300
277.0,150617,0,2386,30622,4671,0,4395,6397,7689,4087,6912,7903,0,6971,0,10530,6767,3484,2567,6242,6538,5552,1704,70239,6301,4540,17212,3596,0,2820,0,19851,0,3957,3370,4222,2842,2791,4677,0,3753,30823,3369,5206,3856,3581,3084,5778,0,3395,9933,5326,0,0,5433,2352,1355,4509
278.0,56369,0,0,12579,0,0,0,0,0,4676,0,2078,0,1372,4387,2472,0,0,0,4169,0,3916,0,15654,0,0,4220,4693,0,0,0,6024,0,0,0,0,0,0,0,0,0,17795,0,3613,0,0,0,0,0,1059,2554,0,0,0,2708,0,7327,0
279.0,25649,0,25634,79549,43628,2233,10685,9140,19333,4797,9060,7776,3773,15609,3296,14396,14793,6628,4746,8816,4116,9108,4546,62519,8805,5958,11845,15088,6343,9797,3631,73688,13960,6775,6114,7529,5741,7347,8421,3838,5758,34798,5966,5092,4307,4618,4947,6236,4454,9495,11842,5463,5759,0,6935,5538,4081,195950
280.0,24891,0,6077,30853,10017,0,1736,4059,4142,4388,2574,6155,2094,7117,3136,10366,2939,0,3148,4077,12304,3299,0,13312,4882,0,2122,9739,0,1643,0,18945,3645,0,0,1791,0,0,0,0,0,11735,2155,5708,0,0,1413,0,1683,4480,4314,1599,1902,0,2257,1801,6712,43746
281.0,10338,0,2736,24098,33005,0,0,20673,10271,0,16365,4908,0,10067,0,11877,8323,4556,0,7160,2621,2702,7623,9121,19678,6181,0,8828,0,0,0,64777,4715,4720,0,13297,2050,0,4020,0,0,12140,3003,4083,0,0,4342,0,0,10023,17497,8413,27161,0,2457,1714,1796,18640
282.0,10312,0,0,79225,12951,0,4716,7292,4061,9054,5378,3841,2074,4635,0,8711,2720,0,10978,0,11608,0,0,0,4391,0,0,6527,0,0,0,16255,0,0,0,2192,0,2299,0,5122,0,6601,0,0,0,0,0,0,0,4255,5884,2164,9645,0,0,0,0,4234
283.0,5444,0,5403,28756,67961,0,0,55462,22924,4779,49919,13138,3244,19068,0,35639,17794,10102,5690,16416,5157,4931,4369,9966,63155,12293,2950,8483,4696,0,0,31832,0,9358,6141,6699,0,2725,4737,6082,3793,16153,6326,3343,0,0,7773,5397,2637,10444,38130,3270,73788,0,1888,3278,0,10933
284.0,6086,0,2129,12978,35161,0,0,19474,9207,8087,15319,4118,21085,6895,2346,10043,7017,4591,2909,4879,0,0,0,0,20055,3113,0,5963,0,0,0,8308,3412,2511,0,0,0,0,0,0,0,9797,0,0,0,0,0,0,3827,5556,11611,3467,32586,0,0,0,0,80618
285.0,4296,0,15808,8991,39577,0,0,137988,93922,7170,172283,79880,33912,76971,0,247104,59251,33072,15425,51644,3893,13535,5887,13017,233232,41575,6414,2890,10013,3214,0,32273,2317,21719,5173,6596,2834,2519,5303,4204,6096,23354,6842,0,0,4449,18729,9215,4414,11000,92302,6682,305769,0,5427,5993,5853,26495
286.0,16650,0,3860,4748,9889,0,0,28965,19691,2535,36754,17499,6972,17328,0,52434,12556,6520,3163,12220,3850,2619,2340,4414,49932,8533,0,4001,1986,0,0,7899,0,5299,0,0,0,0,0,0,0,14190,0,0,0,0,2743,2527,2473,0,19500,1155,70874,2038,0,0,0,4421
287.0,19588,0,0,13929,4826,0,0,14977,10707,3041,11389,2576,15593,7408,0,17198,8432,5884,0,11984,3465,4566,2465,9817,13414,5406,4673,4497,0,0,0,21849,0,8956,1795,10142,4131,7237,5065,3970,4538,33660,6305,6124,4010,3150,5770,2508,6346,3908,11283,9723,33695,3973,6762,2959,0,0
288.0,155742,0,0,7212,3920,0,0,6109,5671,7726,10776,0,5228,6511,0,7497,3910,0,0,7438,3065,3347,0,5062,5653,0,0,2966,0,0,0,6979,0,3130,0,0,0,1665,0,0,0,33891,0,3906,62791,0,1686,0,0,0,6034,2582,154975,0,2304,0,0,0
289.0,43876,0,22953,8657,4389,0,0,9307,8776,4451,7531,2372,0,6780,0,5683,5881,3775,0,8100,19369,0,3020,14504,10126,0,44742,3503,10709,0,0,18929,0,4421,0,43243,2171,0,2603,0,3393,229434,5686,2685,36533,0,0,0,4240,0,8968,4114,44934,0,5635,11495,0,0
290.0,370042,0,5644,12383,2191,0,2022,3573,7079,8571,7061,2105,2205,5073,4741,4711,4280,0,0,10899,6638,6963,0,6984,3613,0,9516,0,2620,0,0,5463,0,2315,0,8076,0,0,2764,0,0,95135,0,0,7647,0,2144,1727,0,0,2848,3847,5750,0,0,2861,0,0
291.0,83722,0,84482,10544,3617,0,52327,4807,5387,2158,1653,2077,2430,3568,0,5162,2356,0,0,3503,4927,0,0,6675,0,0,2323,0,1504,0,0,20204,0,0,1339,2363,0,0,4391,0,0,23703,0,4640,22786,0,2479,5194,0,3410,9796,2707,0,0,5338,1538,0,2516
292.0,97193,0,17784,9444,0,0,15171,0,0,4944,0,0,0,0,4986,0,0,0,0,4818,0,6246,0,0,0,0,0,1602,0,0,0,5263,0,0,2267,0,0,0,0,0,0,39482,0,3984,5084,0,1446,0,0,0,0,1380,0,2940,0,0,0,0
293.0,18385,0,3069,16925,4626,0,3925,5357,5741,0,14391,6122,0,5052,0,0,0,0,0,3905,2643,0,0,12314,73375,0,0,1872,0,2568,0,20209,0,0,3028,2074,0,7624,0,2727,0,26441,0,3488,1819,0,0,3429,0,0,8324,0,0,0,3057,0,0,1713
294.0,105109,0,0,10224,0,0,0,0,2834,2962,1628,12459,0,0,3713,6147,0,0,0,0,0,0,0,22452,13350,0,0,1469,0,0,0,6939,0,0,0,0,0,3543,0,0,0,21043,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0
295.0,19818,0,0,16540,11308,0,4516,14775,7665,0,8532,3814,0,7144,0,7742,7255,0,0,5018,0,0,1721,9624,11247,3020,0,6830,0,0,0,37940,0,0,0,3668,0,3146,0,0,0,12346,2199,0,0,0,0,0,1880,3390,12277,0,2994,0,4328,0,0,10076
296.0,6993,0,0,12442,4983,0,58764,2770,0,9016,2430,0,0,3026,0,2904,0,0,0,3441,7174,0,0,0,5028,0,0,2612,0,0,0,11393,0,0,0,0,0,0,0,3025,0,7051,0,2933,0,0,0,0,0,0,3392,2966,0,0,1687,0,0,2876
297.0,9661,0,11902,36416,25788,10108,29633,38825,24729,19559,26692,10331,9030,15613,0,20068,21259,13932,7972,26509,7898,12807,11096,17834,24694,12797,7748,17117,9644,2036,9852,42350,3929,11584,31016,19645,38919,23903,18860,28481,61790,11843,56445,5835,10541,39946,11497,54698,24343,29523,28039,4474,19285,0,17417,10827,5891,125048
298.0,8777,0,3230,32910,17348,3016,24261,14011,9070,9320,10124,2334,1513,8800,0,7230,8150,5299,6599,8221,16893,6850,3252,2712,8840,3402,2281,7149,2908,0,3429,14285,0,1801,8241,6833,11730,11636,5261,14329,17422,7175,14296,1773,3179,11014,1961,16719,6409,17347,8400,2423,7802,0,4218,3389,1958,32851
299.0,6823,0,11391,26039,15986,4748,10797,49978,33616,11153,54625,12873,2693,23285,0,33712,25189,101636,7109,29258,8358,10941,9891,11802,51199,17397,8871,14834,20485,3132,5206,59770,13455,12578,18285,14721,20221,12123,11555,18207,31527,20747,27027,2596,5072,21625,9855,30676,27141,19446,49207,6205,33667,4002,14079,29373,6023,7544
300.0,6769,0,0,10508,13038,0,2724,17348,11244,3732,17414,4349,0,6612,3015,9389,7971,22207,2647,8907,0,0,2106,3304,17968,4923,0,5750,2310,0,1696,15972,3136,2864,3059,0,7165,4877,0,3717,6432,14834,6175,0,0,4720,2507,7050,5892,7704,13186,2341,8762,2811,0,3577,0,0
301.0,8281,0,3773,8021,5749,0,0,13755,6508,0,9721,3268,8696,6536,0,5858,7517,17886,2010,8198,6916,0,3711,7023,9910,0,2089,2097,0,0,0,18889,0,6813,2203,9450,35094,2689,2368,2548,9317,20318,8690,0,0,3497,4786,110062,15505,6911,9359,10635,20178,4962,5713,3498,0,0
302.0,16893,0,0,3960,2514,0,0,11711,7119,7049,15316,6801,2137,6134,0,8546,4171,2790,0,8417,4093,4866,0,0,19460,2161,0,0,0,0,0,5473,0,0,0,0,7073,0,0,0,0,20787,0,3049,0,0,0,17364,2811,0,7702,2776,92695,1795,0,0,0,0
303.0,14251,0,5071,6549,8380,0,0,27213,24444,2907,36316,15950,2417,16384,0,52271,15811,6591,3886,13763,6780,5572,3763,6724,36853,8528,6741,0,1940,0,0,20403,0,8002,0,9861,4922,2190,0,0,3636,77406,5174,2952,0,0,4006,2967,5112,2172,18836,5605,21866,0,5585,2481,2625,0
304.0,69485,0,0,9725,3014,0,0,6034,9683,9051,10005,3910,0,6915,4145,17167,7758,0,0,8829,4736,6950,0,5928,8485,2284,0,0,0,0,0,4043,0,6809,2083,3135,0,2818,0,0,0,78134,1684,3249,0,0,3541,0,0,2666,5550,3089,10091,0,0,0,0,0
305.0,35109,0,9468,8789,2127,0,0,6942,4074,3681,8209,2489,0,6444,0,6482,4967,0,0,5584,6084,0,0,6088,5056,2682,4028,2229,0,0,0,15737,0,4115,0,4535,0,1733,0,0,0,33555,7632,3664,0,0,1647,3540,0,0,8642,3560,3874,0,4473,0,0,0
306.0,113916,0,0,4646,0,0,0,0,2988,7820,2831,0,0,0,5458,0,0,0,0,4053,3375,5315,0,8271,3520,0,9753,0,0,0,0,4367,0,0,0,4852,0,4394,0,0,0,510003,0,3599,2030,0,0,0,0,0,0,0,0,0,2034,0,0,0
307.0,24159,0,7885,11121,12597,0,0,4195,0,1256,0,0,0,1336,0,0,0,0,0,2578,0,0,0,5446,5813,0,3571,0,1648,0,0,15313,0,0,0,0,0,14289,0,0,0,144390,1481,6597,0,0,0,0,0,1425,8890,1145,0,0,0,0,0,2166
308.0,48671,0,2754,4673,2317,0,0,0,0,3922,0,2183,0,0,4015,4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5193,0,0,0,0,0,3914,0,0,0,32710,0,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.0,11617,0,12931,17045,10498,0,0,10335,4499,0,5646,0,0,4700,0,2481,0,0,0,2870,0,0,0,5852,6701,0,0,2030,0,0,0,17875,0,0,0,0,0,3775,0,0,0,17082,0,3207,0,0,0,0,0,0,12454,1991,0,0,0,0,0,7331
310.0,9713,0,3081,9720,2685,0,0,0,2214,9896,2502,4137,0,2740,2601,10402,0,0,0,0,1629,0,0,11578,0,0,0,3198,0,0,0,6345,0,0,0,0,0,0,0,0,0,29618,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,7641
311.0,4195,0,1613,10670,68754,0,0,23676,6946,2291,9579,2235,0,6238,0,7072,5651,3286,0,6603,0,0,0,10255,13970,7155,0,5810,0,0,2853,28063,0,3856,2332,4606,0,0,0,0,0,12590,0,0,0,0,1222,2479,0,0,12187,3866,0,0,2541,0,0,5294
312.0,3847,0,0,19621,14618,0,2046,5488,0,15904,0,0,0,2131,0,1972,0,3643,2601,0,4413,0,0,0,3781,0,0,2322,0,0,0,9034,0,0,0,0,0,0,0,3582,0,6301,0,0,0,0,0,0,1897,2416,0,0,2696,0,0,0,0,0
313.0,3438,0,7431,9781,9449,0,0,14994,12764,5979,12958,4169,3041,10067,0,8480,9932,6047,0,10895,2920,4415,0,8287,16048,6100,3403,0,2633,5380,0,26737,0,7858,5741,10443,0,0,4173,3399,3216,12375,6081,0,0,0,4888,6028,1838,3507,14423,10686,3193,0,4167,1724,0,5255
314.0,7449,0,0,5894,4691,0,0,6972,3734,5391,6371,0,13562,3241,0,3935,3306,2064,1916,3793,3579,0,2831,0,6430,0,0,2916,0,0,0,8272,0,0,0,3112,0,0,0,0,0,8832,0,2739,0,0,0,0,0,0,4763,3373,2966,0,0,0,0,0
315.0,6616,0,3178,5359,5905,0,0,12045,7365,3174,8438,2737,3257,7021,0,7222,7116,7545,0,8752,4791,3266,3739,6980,8876,3927,3494,0,2249,0,0,20365,0,6363,2002,5920,3153,0,5073,0,4419,10835,3091,0,0,0,4549,3492,2340,3134,9153,12072,4835,4690,4516,1020,0,0
316.0,5535,0,2193,0,0,0,0,7606,5278,7891,10564,3991,0,6109,0,5490,3373,0,2255,5771,4162,3676,0,0,7119,2957,0,5756,0,0,0,6947,0,0,0,2363,1580,0,0,0,0,17877,0,0,0,0,0,3534,0,0,6563,3786,7764,0,0,1266,0,0
317.0,13216,0,57601,5272,3057,0,0,8706,5693,3257,7258,2759,0,4264,0,4908,4043,2145,2153,3248,6822,0,1983,5088,7964,3216,3403,2556,556448,0,0,19042,0,3175,0,5747,3473,0,0,0,2541,16770,3779,0,0,0,0,3811,5359,3931,7546,7024,7905,0,5992,733394,0,0
318.0,11575,0,89069,0,0,0,0,3810,1959,7810,5970,0,0,2951,4137,3514,0,0,0,4140,5071,5314,0,0,5025,0,0,0,106347,0,0,5936,0,0,0,0,0,0,0,0,0,26100,0,0,0,0,0,0,0,0,3821,2394,9154,0,0,144519,0,0
319.0,10776,0,5764172,7026,0,0,0,5606,0,3249,2019,0,0,1587,0,4582,0,0,3586,0,4200,0,0,0,4207,0,0,0,78665,0,0,17276,0,0,0,0,0,3898,0,0,0,12827,4423,3477,0,0,0,0,0,0,5781,0,103847,0,4810,107300,0,3555
320.0,25709,0,1545129,6150,0,0,0,0,0,5842,0,0,0,0,5560,0,0,0,0,3397,3445,12943,0,0,0,0,0,0,12082,0,0,5244,1782,0,0,0,0,2957,0,0,0,70936,0,0,0,0,769,0,0,0,0,0,23608,5539,0,21840,0,0
321.0,13293,0,299014,7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255,0,0,6649,0,0,0,4276,0,2475,21182,0,0,0,0,0,7651,0,0,0,20043,2297,0,0,0,0,0,0,0,6233,0,4417,0,3008,4684,0,130970
322.0,49782,0,71142,4202,0,0,0,0,0,3536,0,0,0,0,6029,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6374,0,0,0,0,0,3145,0,0,0,9164,0,0,0,7741,0,0,0,0,0,0,0,0,0,0,0,34583
323.0,14446,0,83340,7383,2800,0,0,4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15682,0,0,0,0,0,6674,0,0,0,8095,0,0,6843,46694,0,0,0,0,6890,0,0,0,0,0,0,125719
324.0,12890,0,52219,0,0,0,0,0,0,0,0,4003,0,0,0,5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,0,0,0,0,0,2344,0,0,0,6411,0,0,1866,11791,0,0,0,0,0,0,0,2417,841,0,0,33910
325.0,6928,0,38574,13336,5965,0,0,11671,2198,0,0,0,0,0,0,2968,0,0,0,0,0,0,0,3040,4095,0,0,0,0,0,0,14706,0,0,0,0,0,0,0,0,0,6555,0,0,0,2553,0,0,0,1797,7654,0,0,0,0,0,0,6210
326.0,5507,0,20707,4920,4479,0,0,0,0,6331,0,3075,0,2077,0,7799,0,0,0,0,0,0,0,0,4910,0,0,0,0,0,0,5274,0,0,0,0,0,0,0,0,0,8897,0,0,0,0,0,0,0,0,2686,0,0,0,0,0,0,0
327.0,5726,0,21821,9002,25715,0,0,16616,6730,0,6112,0,0,7291,2728,6076,5583,4594,5044,6393,0,2789,3363,5990,18569,2733,0,0,0,4692,0,19030,8451,5071,4022,5851,0,0,0,0,0,12034,0,0,0,0,1485,0,0,1284,8449,7401,0,0,3294,0,3505,0
328.0,4696,0,8254,6753,15069,0,0,4880,0,6349,0,0,0,2364,3525,0,2008,4462,2158,0,0,0,0,0,6902,0,0,0,0,0,0,6946,0,0,0,0,0,0,0,0,0,7947,0,0,0,0,0,0,0,0,0,1994,0,2198,0,0,0,0
329.0,28621,0,9337,5340,14061,0,0,8182,12742,0,6221,3594,7591,15878,0,10021,14868,6542,0,14527,3116,4978,4690,12873,9192,2580,4949,0,3854,7334,0,17813,3486,13056,2162,22127,0,0,5554,0,0,16189,0,0,0,0,11205,3793,3632,2797,6001,17758,6158,4213,5785,0,0,0
330.0,10226,0,0,2565,3836,0,0,3999,4129,6390,4652,2959,14316,5189,0,4179,4891,0,0,4911,3706,4098,0,3535,6756,0,0,0,0,0,0,6137,0,3648,0,5388,5995,0,0,0,0,11816,0,0,0,0,3347,0,0,0,2958,3572,1937,2352,1523,0,0,0
331.0,9485,0,0,5327,6418,0,0,8166,8832,2677,6878,0,7406354,4634,0,4612,7373,10401,2831,6773,4803,0,3631,4415,13571,2825,0,1764,0,0,0,17427,0,4436,0,3050,22794,0,0,0,2583,9479,3090,0,0,0,1291,1828,0,2325,6731,9469,15625,0,3837,0,0,0
332.0,6839,0,1391,0,0,0,0,0,3771,6974,3099,0,1793525,2328,4432,3854,3225,0,0,3013,6072,4908,0,0,3837,0,0,0,0,0,0,5688,0,0,0,0,5540,0,0,0,0,15243,0,0,0,0,0,0,0,0,0,3949,3215,0,943,0,0,0
333.0,7369,0,33642,7620,1455,0,0,6290,3585,0,7203,0,344737,5907,0,5215,4842,0,0,3323,4752,0,0,0,6278,0,0,0,0,0,0,17078,0,0,0,4464,2783,2556,0,0,0,10578,3074,0,0,0,2823,4789,0,0,5389,3504,4579,0,3177,0,0,4508
334.0,6898,0,25939,2894,0,0,0,0,0,4648,2610,0,139340,0,4982,0,0,0,29997,0,5805,20197,0,0,3877,0,0,0,10681,0,0,5746,0,0,2036,0,0,0,0,11070,0,25469,0,0,0,0,0,0,0,0,0,1862,4745,9364,0,8299,0,2019
335.0,16948,0,405210,7110,0,0,0,5630,0,0,0,0,90284,1665,0,0,0,0,7688,0,0,5277,0,0,1846,0,0,0,7445,0,0,18817,0,0,0,0,0,6107,0,3285,0,11974,0,0,0,0,0,0,0,0,5212,0,3909,2469,0,6830,0,45318
336.0,16644,0,141664,0,0,0,0,0,0,1366,0,0,50214,0,4306,0,0,0,0,0,0,0,0,0,4558,0,0,0,2037,0,0,5672,0,0,0,0,0,3521,0,0,0,9709,0,0,0,0,0,0,0,0,0,2075,0,2090,0,1340,0,12852
337.0,15262,0,31743,12311,0,0,0,0,0,0,0,0,19024,0,0,0,0,0,0,0,0,0,0,0,2487,0,0,0,0,0,0,18395,0,0,0,0,0,3528,0,0,0,30058,0,0,0,2114,2586,0,0,0,5155,1865,0,0,0,0,0,22932
338.0,13050,0,9112,9263,0,0,0,0,0,2452,3131,2616,30464,0,0,4738,0,0,0,0,0,0,0,0,10438,0,0,0,0,0,4833,6321,3788,0,0,0,0,0,0,0,0,8599,0,0,0,3811,0,0,0,0,3128,0,0,0,1777,0,0,7200
339.0,15024,0,6472,7952,6677,0,0,8483,0,0,2895,0,20520,0,0,1945,0,0,0,0,0,0,2701,2447,9184,0,0,0,0,0,0,20638,0,0,0,0,0,0,0,0,0,6297,0,0,4722,14597,0,0,0,0,6031,0,0,0,0,0,0,5015
340.0,9894,0,0,0,2605,0,11105,0,0,9287,0,0,8595,0,0,0,0,0,0,0,2627,0,0,0,3167,0,0,0,0,0,0,6828,0,0,0,0,0,0,0,0,0,4458,0,0,5245,5759,0,0,1928,0,3380,0,0,1626,0,0,0,0
341.0,30328,0,3038,5606,6512,0,2146,7804,3953,0,0,0,2639,5775,0,3929,4797,2984,0,4999,0,0,0,4393,10548,0,0,0,0,3464,0,13220,0,3931,6186,7806,0,0,0,0,0,6873,0,0,0,2364,3006,0,0,0,5491,6952,4312,0,0,0,0,0
342.0,10314,0,0,4933,3387,0,10484,0,0,3576,0,0,2157,0,0,0,0,3703,0,0,0,0,0,0,2614,0,0,0,0,0,0,4138,0,0,0,0,0,0,0,0,0,6022,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.0,169357,0,4033,3191,6714,0,3090,6944,6241,0,4641,2105,1697,10329,0,5717,8728,5544,0,8731,1961,0,3051,7138,6187,0,3494,0,0,5557,10238,11637,0,7570,8870,13525,0,0,0,0,0,13214,0,0,0,0,6038,2269,0,0,7145,13363,3710,9447,0,0,0,0
344.0,39161,0,0,0,4840,0,0,0,0,7872,0,3186,0,3963,3089,3488,1574,4887,0,4220,4059,0,0,0,3989,0,0,0,0,0,12755,4368,0,0,0,4239,0,0,0,0,0,9323,0,0,0,0,0,0,0,0,0,4183,0,2016,0,0,0,0
345.0,11035,0,3145,4520,4833,0,0,5073,5010,3862,4184,0,0,4668,0,3913,4168,3080,0,4174,4572,0,0,3779,5782,0,0,0,0,9066,3937,12708,0,3668,0,6381,1552,0,0,0,0,7242,0,0,0,0,2560,0,0,0,6574,10444,0,0,1287,1833,0,0
346.0,5295,0,0,0,4572,0,0,0,4248,8250,0,0,2345,4688,3756,3878,4440,0,9039,5677,5761,7098,0,3661,2775,0,0,0,0,2219,4319,4194,0,2678,0,0,0,0,0,0,0,24222,0,0,0,0,2791,0,0,0,0,5301,0,0,0,0,0,0
347.0,6366,0,0,3961,1120,0,0,5962,3665,3384,3554,0,75200,3620,0,0,0,0,3502,5681,0,0,0,0,4488,0,0,1782,0,0,0,13176,0,0,0,0,3749,0,0,0,0,10406,0,0,0,0,0,0,0,0,5083,3337,0,0,2568,0,0,9591
348.0,3740,0,0,3267,0,0,0,0,3067,16683,2849,0,15784,3390,4238,0,2332,0,0,3463,4143,10237,0,0,4345,0,0,0,0,0,0,4763,0,0,4181,0,1863,0,0,0,0,15021,0,0,0,0,0,0,0,0,0,0,0,23961,0,0,0,4134
349.0,8167,0,4897,5712,0,0,0,0,0,4092,0,0,3493,3218,0,0,0,0,0,0,0,1847,0,0,0,0,0,0,0,1893,2046,14996,0,0,4268,0,0,5267,0,0,0,10783,0,0,0,0,0,0,0,0,4433,2316,2396,6290,0,0,0,19987
350.0,5425,0,4118,0,0,0,0,0,0,0,0,0,2649,0,5065,0,0,0,2488,3551,0,4925,0,0,3192,0,0,0,0,0,0,5550,0,0,0,0,0,2553,0,0,0,14527,0,0,0,0,0,0,0,0,0,1552,0,2832,0,0,0,6838
351.0,14350,0,34711,6279,3545,0,0,5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829,0,0,0,0,0,0,16169,0,0,0,0,0,3582,0,0,0,10757,0,0,0,0,0,0,0,0,3927,0,4639,0,0,8098,0,5992
352.0,7809,0,17580,0,0,0,0,0,0,0,0,0,0,0,0,6475,0,0,0,0,0,3661,0,0,4636,0,0,0,0,0,0,5683,0,0,0,0,0,0,0,0,0,11533,0,0,0,0,0,0,0,0,0,0,0,464908,0,0,0,0
353.0,35077,0,10426,8968,5393,0,0,10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,0,0,0,0,0,1992,15059,0,0,0,0,0,0,0,0,0,4236,0,0,0,0,0,0,0,0,5021,0,0,152139,0,0,0,3437
354.0,13455,0,2110,5552,1409,0,0,0,0,4796,2260,4498,0,0,0,12011,0,0,0,0,0,0,0,0,15473,0,0,0,0,0,1815,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39981,0,0,0,0
355.0,247573,0,2982,4837,24237,0,2523,14746,4134,0,0,0,0,3396,0,5111,3309,0,0,4733,0,0,0,0,16005,0,0,3336,0,0,4703,14923,0,0,3226,6611,3186,2118,0,0,2732,5935,3134,0,0,4193,0,2794,1263,3790,5495,6651,3996,5634,1823,0,3653,0
356.0,58154,0,0,3840,5232,0,0,2982,0,10889,0,0,0,0,0,0,0,2722,0,0,0,0,0,0,4681,0,0,0,0,0,5305,4452,0,0,0,0,0,0,0,0,0,6844,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,0
