,N-methylpyrrole,246-Trimethylpyridine,Nile red,Methylcyclopentane,Cyclopentane,Pyridine,1234-tetrafluorobenzene,Asn,Arg,Ala,Glu,Leu,Phe,Cys,Ser,Ile,Gln,Met,Trp,Asp,Val,Gly,Pro,Tyr,Lys,His,Thr,Benzene,Benzenesulfonic acid,Pyrene,Phenanthrene,P2,ZnPh,P1,Purine,Thymine,2-methoxynaphthalene,Adenine,Hypoxanthine,Cytosine,22-bipyridyl,Guanine,213-Benzothiadiazole,Pyrimidine,1-methoxy-3-methylbenzene,Biphenyl,Xanthine,26-Diaminopurine,1-Chloro-3-methoxybenzene,Trimethyloctadecylammonium bromide,Sodium n-decyl sulfate,Decyltrimethylammonium bromide,Sodium n-octadecyl sulfate,Dodecylamine,Tridecanoic acid,Dodecanoic acid,Dodecyltrimethylammonium bromide,16-diphenyl-135-hexatriene
106.0,0,0,0,4305,1497,0,27752,0,0,3570,4060,0,2516,5521,13081898,0,0,142239,6149,3185,0,0,0,0,4458,3045,0,1138686,0,0,0,0,8654,0,0,0,1486,0,0,0,2868,5801,2069,74264,8096,0,0,0,0,0,2471,0,0,0,1188,0,2948,5370
107.0,3394,2857,12845,34250,37564,5092,37383,22447,20296,5274,17084,6008,21854,22893,1285790,18143,24546,38741,7932,24001,7231,9185,11582,41222,18913,20561,28080,291689,12765,3087,4888,15570,10203,16748,9220,8188,14392,7978,16956,6579,24635,73565,22506,31949,84770,19648,13259,20102,18960,15597,25139,15588,8446,0,23448,17035,11326,33524
108.0,5612,9862,1358,7092,4310,0,722269,5346,4653,14235,4435,0,8058,7223,490023,4260,5692,7608,0,5166,0,1962,4400,7640,4352,16397,3599,755330,3046,3264,0,4232,2687,4488,4039,5060,4158,7488,4733,2572,7632,14678,9628,1319602,161840,7605,3244,6941,32661,7535,8098,4858,3656,0,7273,5168,5411,3873
109.0,5971,2684,12886,21588,16909,224345,114462,26776,30210,8327,24864,8517,9146,31633,184531,23287,30426,18010,9850,28372,10050,13102,14978,23439,20708,34909,12319,232017,17720,6638,7841,17641,9202,22648,14023,22108,20230,15536,21388,9758,29996,23994,26445,300086,56921,23012,20699,22442,18035,21748,51717,50224,36936,5960,50736,22950,28910,3608
110.0,5014,0,0,5626,1746,17550,25159,4922,7755,0,8768,1173,1472,6571,92288,4422,5592,5335,8838,8029,1302,0,4028,8385,5763,80087,1812,266686,3046,0,0,3515,0,4448,9832,41699,3920,1326,3718,0,6288,151974,6153,76391,91752,4845,3164,4858,3715,6190,8926,17950,11466,2618,16990,5467,3162,0
111.0,8201,1369,16090,42790,16572,13067,16044,49232,41718,8409,29002,9423,9177,40148,58879,33037,40903,19630,10728,41101,12226,14669,16649,33182,28003,125228,15015,534349,20067,7111,7683,32407,10805,35523,16399,30396,15996,13759,28644,79595,25032,37636,25206,138675,25632,20648,33048,25094,17453,25031,78140,26671,37650,3149,30184,21284,34028,1487
112.0,14752,0,1356,9186,6945,1510,4144,12863,16507,4066,6908,3411,1274,8184,21289,9016,9784,11789,2167,10544,3301,3896,6731,6045,13438,68236,2784,1884784,3877,0,0,6102,0,5128,7207,5127,5864,3162,6241,16293468,7321,9211,8148,35609,6056,3838,7356,13708,8755,5090,13393,10429,8131,5424,14106,4524,5500,0
113.0,6309,901,27236,49064,22601,5579,10446,64802,52701,7451,38646,12309,7781,46485,9230,36831,47473,19842,9918,54800,11782,16616,16309,45236,37181,111096,23641,288582,17664,8497,9523,32536,19205,39898,13311,15180,16710,13834,46512,1921696,21996,48840,24738,21196,9929,19460,42629,39098,14827,20576,109187,74124,195479,4535,90063,25283,35245,0
114.0,40457,1546,10930,49053,9722,3900,7544,38590,313486,10799,18570,7396,4911,59276,6937,18876,18531,28191,5602,29737,9799,16696,130833,21801,22011,26147,8891,165446,7295,5552,7748,10145,7160,12000,16036,6597,15591,11303,63509,606520,23921,38111,23744,52507,10616,18926,111295,25261,12917,15488,22820,16081,26521,14212,22206,14403,9076,2812
115.0,8798,1567,20426,64781,19604,7224,10335,1359254,68844,9323,37765,24414,9290,53554,4764,35864,44731,23701,8722,53107,12277,16339,26811,31318,35870,84061,13803,89331,20168,4684,10196,19655,13467,47103,14119,10248,21192,16653,50881,258447,26525,39867,28685,18854,12032,25292,48313,33411,18172,20492,108055,28540,17820,6840,29631,22453,28421,9802
116.0,233148,0,4479,17279,4417,1466,4256,237858,19026,180436,14384,7204,2841,12643,25043,15952,10910,102927,3601,427618,29898,7775,11750345,6219,13607,18737,4126,41998,3616,1449,1898,6718,1887,8300,4040,3898,7810,5172,12385,153728,8352,17404,8274,8127,4120,7760,14078,8988,6322,5864,15199,7119,5599,17751,9565,4695,5557,0
117.0,16433,0,11896,408443,17495,4695,9531,102705,33783,21036,53306,7980,7536,34502,5034,24325,37591,31707,8564,86660,82458,11832,1625058,22622,37027,33173,11026,52186,11869,4221,7211,14076,9699,26770,12559,8417,13909,12337,29980,55458,23953,28861,23600,8133,7735,18645,32628,24746,11134,13264,55054,21088,10939,1800,39232,13476,15080,65092
118.0,2226,0,2520,53677,4491,7607,4595,36101,13494,6206,18486,27622,8355,10582,6339,17842,9127,195093,5826,21663,12025447,5447,566072,3605,10329,7454,3553,22870,2668,0,1043,2567,2155,5382,5590,0,3589,3635,6460,39239,7232,22135,7113,5595,2584,4255,5530,6746,4971,3014,14606,2614,1391,1695,7303,4817,1785,7127
119.0,0,0,5277,20868,7680,2196,4533,21901,11252,2553,10102,5215,16085,9251,0,8080,11151,40118,4842,15590,1627125,3260,250591,10075,6857,11667,4720,26983,5856,0,0,9020,3925,9094,3164,1858,7436,8135,12639,20679,9950,13027,9422,4365,9747,8009,11593,10285,6582,5935,16565,8759,3543,1220,9731,6645,4275,3520
120.0,9065,1281,0,11819,1959,0,12966,3987,4682,0,3576,0,1999043,6660,3210,3267,3967,354441,5075,2899,446313,0,127288,0,3116,11984,2311385,34590,0,0,0,0,2532,0,223626,0,0,0,2479,0,2869,7203,4147,5897,4525,0,3032,3384,0,0,3091,2830,0,0,3291,0,0,0
121.0,3577,204202,4921,10183,8449,2363,7710,12078,12730,3536,10200,2967,304043,21294,0,9700,14032,59232,5259,10678,197838,5254,66436,10771,9222,13184,256515,53455,5048,1539,3435,9694,2028,9171,28942059,1720,6435,4841,10556,3462,12401,17295,10684,51502,359999,9813,8404,10579,5736,8753,19104,29896,9687,812,32149,6869,7462,3429
122.0,2734,25010332,0,10352,2731,28695,505191,3710,2995,0,0,0,107098,98848,0,0,3457,23462,4818,3465,99961,1795,31143,4020,2506,12327,80150,90890,1783,2755,1600,2948,0,2041,5332876,0,0,0,2221,0,3704,7585,4392,11557400,3097511,0,3536,3460,7362,0,4155,7933,2020,10160,7498,4589,3404,0
123.0,19112,5911872,14195,19497,10285,9780,99104,21543,21742,7574,19506,7604,47580,29587,1499,18698,23191,15368,10814,23940,58228,10980,20771,114096,17294,19014,48964,53425,18231,5566,5406,49426,8491,17361,1046734,8125,13214,11112,17487,9786,19864,24456,19919,2234283,20925844,19186,15084,15262,19969,12040,41118,30352,27614,2800,33932,14600,14792,6349
124.0,4294,1208389,0,8969,8107,0,17131,6991,7696,0,6201,0,7831,12826,10704,5731,5866,4555,1770,7109,35548,0,4320,15147,12129,17670,12535,57742,2062,0,2126,6037,2175,8629,692432,0,4732,4454,4279,2012,6010,50900,6064,444575,4529591,4625,4243,5863,13292,4406,7457,13719,9151,1632,12472,3601,3082,0
125.0,5511,533301,19348,27696,21869,6520,7769,33460,39931,8627,27044,14155,8912,52103,7063,26993,42633,19093,6983,64159,18517,17659,14342,33838,24725,84862,13466,31341,16316,8558,9795,19809,12944,42932,374899,22951,12602,15936,37204,13604,18847,58067,19529,238589,1257207,14807,38368,24645,41411,16588,59447,39968,26444,2142,33295,15175,18664,3705
126.0,2914,382038,2838,5582,3445,0,2231,7381,9780,3558,6477,3307,2841,7557,2713,5481,8247,6892,1560,12885,5924,2750,6661,6453,16409,51687,2413,18567,2735,0,1959,3843,2580,5265,209944,170294,5456,4542,12854,16481,5478,10101,6438,154683,464014,5441,12046,7038,7398,5962,9978,11883,5879,3051,11148,2046,5435,0
127.0,11138,209889,33148,35929,67160,5182,11509,58522,88941,11592,53414,21667,10095,92803,10318,48653,79555,34594,12279,115993,17338,26183,18701,60606,40186,80454,26102,107743,35690,32337,18359,45625,20189,69363,121749,26125747,20493,21478,62415,31285,29606,86789,29972,76126,267812,27565,75606,43047,20979,33012,94957,77717,209537,4289,69296,28716,35930,4082
128.0,7572,94261,5747,11305,13702,3521,31976,12938,35260,9650,27753,43290,4640,13548,5444,41127,29473,17757,6505,23510,10169,12924,13223,11482,671195,28776,6060,62806,6142,5301,4751,7563,3580,11442,52217,4419348,10941,8459,15995,98173,13096,18249,12765,109290,160964,10052,15636,13373,52888,9232,15488,12184,25553,15155,15300,8790,5554,15488
129.0,17734,46558,18871,39971,27895,4432,490433,54579,52323,7745,76662,16604,7020,49843,4968,35810,51423,24740,8682,70047,13276,17103,16976,28844,234679,46060,12451,74948,22684,11099,10539,24097,16867,44336,27186,1408204,19013,14098,45166,30598,21099,47165,22502,30466,75245,21787,52027,32271,40442,17690,91293,42316,23554,6819,35367,19455,29102,1437318
130.0,30741,23098,7973,65653,80201,15712,12942981,10318,25128,6717,1840820,51727,2543,11090,29059,55803,50925,16889,408894,16782,12362,6524,8720,7107,1402580,7990,8743,119286,2856,4270,4601,2912,5348,7439,5891,644994,6419,2690,8883,18959,6771,73767,7520,10606,36058,5234,7083,7526,226024,8500,15406,13782,5647,24757,10576,3123,8864,229588
131.0,5671,1712,10956,27612,52428,28094,2518889,58370,32151,8608,241044,35252,29329,33854,5547,54507,33935,285006,76852,31883,8037,10651,9046,16686,187277,30605,8892,82384,11615,5717,7925,12230,7110,23428,12184,388426,16013,8901,40198,12604,16666,40011,18077,11053,19907,15905,30024,22165,70463,11958,50048,42389,11365,2564,23890,28267,14594,63592
132.0,13775,0,0,5742,5676,3965,572086,30485,7066,8356,67326,9880401,7050,8348,78802,5222442,5187,48596,26109,23069,20561,4485,13528,4561,60539,6864,1659,26685,2017,1485,1314,0,0,2284,1571,189202,1874,3195,6321,23837,3387,22299,4479,67295,1307,2134,7325,4359,11653,1516,8436,4832,1341,0,3875,1750,1819,17736
133.0,2357,0,7398,16339,25215,0,263358,3133006,12556,6352,42271,1391555,4376,12642,6638,701548,13969,1587531,10963,15414,5058,7119,4935,8931,27631,15254,4623,45969,7346,3371,4667,17226,3730,9113,3277,84962,8489,4382,14980,8415,8980,21057,9622,14266,8568,9634,12348,10874,7774,5714,25002,15216,4471,0,13065,8769,5629,22163
134.0,12670,0,0,8239,2521,3688,761525,341512,4149,0,7788,415197,2933,2527,3601,199292,2279,295259,21785,2530245,24302,3586,4664,12283,4935,4575,0,21401,0,0,0,3068,3137,1469,0,45611,2491,0,3131,2076,2984,8527,2543,17361,9323,2264,3759,4330,1870,0,5950,6083,0,0,6113,0,0,3483
135.0,4051,2711,7954,16590,23400,4493,150420,143747,35232,9952,32037,169314,9051,38366,3501,119427,36095,158507,11418,280692,13203,16323,14417,31583,21334,29512,14852,70421,10630,4617,8900,23649,9310,19935,47331,29799,20279,446536,13820,5682,25901,60362,24337,12886,1614076,23027,16419,27664,11371,15963,48839,25165,16016,1620,38625,14204,9320,2451
136.0,7462,7963,4409,12603,5914,3391,501958,63317,27505,2649,8381,86847,34044,13287,1771,44840,31003,178092,6058,107691,13215,8432,5397,20211,6364,19033,4802,36215,3044,2656,5121,7010,4231,6576,78108,9314,12537,29396808,11564,3234,15209,20487,169377,364341,2474048,12254,7275,18615,6375,10987,12618,95839,8219,1539,12660,5997,3029,5376
137.0,6462,8675,7765,15427,8842,1913,91191,34799,21631,4274,15845,37560,8722,23560,1147,34517,17379,21872,5412,45619,5654,6889,9805,21763,14856,15257,6725,25926,7653,2671,1659,17957,3440,11076,16296,6808,10990,4959516,2393322,7173,13463,16923,11929895,77140,523399,10285,10724,11479,9852,9866,137349,30134,20132,0,22745,9128,7134,3346
138.0,7889,4104,0,4417,2381,0,12938,9384,4710,0,1167,23829,6169,7260,0,10761,0,18059,3570,16343,0,0,0,5936,1359,19698,3166,16875,0,0,0,1622,3213,0,4699,0,0,1244176,291340,4112,0,6601,1467825,73132,926724,0,0,4271,65964,0,18079,16075,6674,0,10640,0,0,0
139.0,16233,2850,12045,20900,12674,3136,11414,33008,31692,6884,25706,14457,10199,36094,3899,22552,27723,16674,8403,30119,9558,12719,13517,27548,25900,32171,13181,51442,12978,5099,7783,205178,9995,20704,26566,8507,13464,589887,93257,13889,19666,35883,974432,37854,236775,16810,22858,26190,107324,13889,97603,47291,23650,2177,96466,16416,15755,3602
140.0,2762,0,1483,2275,1583,0,0,7782,7410,2987,4545,0,1337,4235,0,1697,4074,35802,0,8698,3457,3258,2419,6037,7505,34692,1614,15161,1486,0,0,21686,0,4229,2729,0,2329,267069,36880,30910,3715,9110,223588,68784,79342,1335,5903,38366,14695,2428,13543,9652,4071,2995,15773,1276,2598,0
141.0,4817,0,13106,21954,15256,4591,9832,46635,43448,8545,34754,8074,7917,39305,6129,22669,36750,19755,8469,55141,11954,16630,15072,32973,27549,52820,14691,55318,103154,7247,9016,31202,11687,34257,11623,26471,12944,228770,58519,67528,16877,56264,90421,27797,88453,19418,109451,33571,19186,15911,154253,50830,226451,2881,33241,144902,17903,21241
142.0,0,0,3818,6269,5669,0,10762,10692,13611,6496,7764,4175,1520,8500,3385,8297,8956,22921,2095,32794,5798,13271,8513,4028,11111,18780,2334,29171,8998,0,1688,4255,0,5528,2203,5112,5415,110654,12818,228482,4271,11935,50125,47346,30517,64992,43505,7266,3390296,2111,20105,6232,28014,23030,6361,12359,2003,3420
143.0,5172,1197,16736,34488,19336,6012,14400,61706,53739,9571,42290,9969,5766,49434,6177,26686,44062,21433,8923,62454,11057,18262,14081,27944,38096,64546,11369,93988,23500,7188,10447,17840,12453,47056,14512,47237,108207,44932,43889,31240,20525,61064,46630,16476,13312,58553,44611,29641,9122650,15827,90214,50577,28443,5125,38067,25812,27061,332702
144.0,0,0,3918,15294,3860,1931,5104,13561,17020,7047,10906,4860,1796,12825,9945,15656,9977,17823,64411,18862,12196,6687,13196,5866,26217,20970,3452,55161,3089,2745,4025,4188,2607,7666,3272,23327,75011,35895,8639,106999,6351,19531,8992,18266,11678,12878,10269,7383,2124624,4625,12371,12669,4537,15338,13074,4633,4978,52355
145.0,4176,0,17031,17165,32016,4038,20549,39649,46860,5664,39154,12708,5820,41233,9010,28246,48635,21069,16931,64781,8924,12933,24962,24422,40135,34147,10855,43308,18208,12923,9047,16464,10595,38826,9811,32598,29420,16926,32671,22246,14009,41516,15041,8586,6310,20090,44092,22516,3685114,13099,42795,51027,8511,2948,23215,16019,13630,19062
146.0,3353,0,3533,5255,2916,0,28277,8225,9692,3642,13104,23483,3700,11272,10600,28570,8355,20442,51352,16420,4820,4132,2603,2030,10553,7030,3749,28542,0,1973,0,0,6960,5354,1431,4512,7055,2104,5597,8915,1675,15544,4134,21626,0,3745,7774,3970,380999,0,6974,8531,0,0,4893,1156,2928,2547
147.0,4581,0,28875,11999,68009,2371,29395,20462,46140,1763,1197776,10200,4814,46842,9962,33864,107545,18298,24807,53547,6795,9087,6761,28406,6764594,19441,10826,31621,22035,11125,5621,18511,121902,33806,5111,18969,8422,1993,33556,6511,6488,52769,6522,77701,2586,7525,40243,13053,115116,21911,15495,49909,6071,0,12272,15581,8577,6040
148.0,6867,0,3403,4033,5270,0,1262574,6121,5454,2955,165445,61668,18492,13299,124580,17794,10249,211295,17331,8153,2283,2404,3567,17450,962841,5877,2607,19045,2177,0,0,2004,319488,3595,0,2080,0,0,4633,0,0,16102,2154,97657,0,0,5248,2866,43213,4095,4773,10027,0,0,5787,1983,0,0
149.0,15273,2845,10717,20379,24090,2188,197070,16725,21568,3740,55820,11046,106131,14789,8690,16217,21690,247397,7713,12453,27032,9505,7907,17164,242699,10916,6300,48303,10863,2615,3828,13684,51601,8923,9636,4072,11833,5830,17677,5276,12535,22369,12926,23098,13065,11110,11448,12995,30151,7480,19554,30399,10057,0,20229,17127,8598,4256
150.0,4052,1569,0,6571,5446,0,259789,4588,4188,1920,6081,16275,13087,3212,3035,8879,3651,11862685,2951,4606,15414,0,0,13949,80063,5731,0,17752,0,0,0,2550,6326,0,169769,0,0,2663,5626,0,0,11139,0,61451,80800,0,1968,263852,5630,0,4810,4543,1876,0,7769,2390,0,0
151.0,16833,97769,6552,24781,62197,0,46911,32458,19128,5968,20523,6791,7223,21197,2546,21303,23218,1576175,6467,13308,7245,394985,6753,18106,82737,18770,6745,95131,9929,5250,6151,19034,5292,11106,81251,40739,11754,10527,12967,5674,13737,76223,14117,54644,49518,11301,14623,8567319,11553,11860,46885,32311,16554,0,16635,12943,7090,0
152.0,5671,8592,0,6682,13522,0,8789,12593,9730,3087,9732,3155,3156,14584,0,5796,10551,986541,0,19273,2272,47061,3062,21541,29209,18210,0,34478,0,0,3369,5239,0,4740,16853,3454,5787,42344,6286,3758,11955,39607,12488,42227,33257,8403,12234,1233241,1441,6551,10474,10921,8312,0,9215,4556,2237,0
153.0,7010,1681,6515,16293,9322,0,6293,26192,25397,3753,21864,6023,5669,23284,2385,15555,19312,227641,6032,20515,6628,15093,8334,20457,27228,26281,7948,28022,7316,2977,5659,28646,5986,14574,7997,5463,8807,14530,53138,7871,14040,27568,34051,38564,23352,14098,683208,242929,11536,9902,183792,66417,20369,0,43478,9973,8736,2761
154.0,1787,1145,0,5279,2837,0,3095,8158,6245,3197,3996,0,2436,9461,0,0,3027,146250,0,5249,0,2080,3640,5303,7592,23054,0,48267,0,0,0,3078,0,0,1709,2368,0,54544,23647,5692,0,5660,143875,92127,17256,3033689,81059,129829,19913,1345,27846,11105,3842,1571,9407,0,0,6463
155.0,4380,1493,8923,19490,11535,3662,7217,39567,38921,7753,30441,7663,5198,32226,4121,20071,25282,69144,4717,30431,8670,13089,11388,22546,28452,36189,11116,192220,8703,5554,7389,19892,7126,18802,36657,78138,10559,14280,68624,14641,13662,41341,43337,20677,19497,1941871,44562,108994,22422,15801,376528,51191,254662,2251,25624,10881,12319,453255
156.0,0,0,2337,14664,0,0,20654,8988,11150,6411,7255,1531,0,6068,2663,5358,5341,57840,0,7329,8450,3960,4637,1797,10691,811656,0,781514,0,0,0,1488,0,2204,2158,20555,1226,2179,7257,12720,41187,10437,14233,45661,5507,297033,3853,32308,49970,0,56570,7834,40090,27974,4807,0,0,83008
157.0,4738,0,10556,15218,13527,115491,9773,50138,44450,9349,40274,10469,6175,37693,6459,18402,29863,29916,16242,37414,9380,12797,11933,21588,33776,131938,11847,205199,10570,5555,12229,15983,7669,24406,17685,13799,12101,10882,27408,17205,5982902,64540,19957,26174,16561,90975,42268,41776,74782,12278,453831,51664,27973,5471,32614,11936,20191,23633
158.0,0,0,2062,23751,4052,72259,5694,10712,12354,8319,10215,8650,2006,8453,8720,9105,9645,16099,18164,14817,17319,6455,2243,5753,7566,26463,4365,53995,50749,2856,3309,0,0,8836,2459,7811,4369166,4712,4898,10256,1235764,19135,5230,30978,5991,34251,6473,12843,186315,2827,90090,9376,4978,31277,6712,95231,3387,5276
159.0,8746,0,18725,22208,16145,599184,172954,48284,45006,7996,36941,9810,7802,30814,4990,29150,42879,25833,115509,33206,12054,16885,14599,21603,28401,32512,11876,73726,3261819,6629,8458,16914,9629,24885,12777,22618,23507404,13018,25620,19416,207377,41761,26955,223235,11297,45959,29020,22508,151742,12594,46315,55070,10661,4850,26433,4752209,13975,40174
160.0,38448,0,2742,7815,3452,98161,23192,9280,9469,6651,7523,3384,2808,7592,6566,6906,6582,14965,42390,261761,7556,6314,2469,4442,12742,9197,4086,32475,405178,0,0,3297,0,4205,2006,5023,5336680,1993,5887,8946,107119,18898,6278,292980,1241,7989,6573,6903,67030,3621,8929,10385,1518,0,4637,615806,2766,4849
161.0,37599,0,5752,14683,10483,8476,7318,21410,13984,2350,14479,2841,2500,11611,2916,11011,14024,7595,88555,37390,3516,5159,3535,33892,10896,12565,8644,41300,259204,0,3876,16964,34315,9062,3697,18296,891489,3499,10233,6354,54903,20214,6277,118482,4050,9767,13606,8152,81434,6204,11533,41458,2625,2297,9227,369605,5842,19591
162.0,19245,0,0,15798,4866,0,187395,8277,5199,3575,6331,3587,0,7684,3356,5345,2258,15144,21380,19806,0,2932,0,8430,2663,5437,2891,19639,59303,0,0,2359,37528,3291,0,2340,459256,0,2906,38677,31874,16731,0,20421,0,3732,8114,2261,15005,3137,6251,13866,0,0,4724,104337,0,2894
163.0,28469,8356,15863,128209,31259,12357,50542,27217,28419,18534,26367,162767,11961,38985,5114,87612,34479,18200,13753,23257,13680,23763,14972,26282,18583,25164,14257,61844,52633,8548,14509,21966,15787,19547,30093,12549,251916,19985,23878,47231,49920,41822,41173,20763,14801,32723,26558,39199,23960,27673,28366,34114,20777,3766,30319,81634,21081,9504
164.0,30871,1890,1897,39885,4523,2195,186988,5156,6887,1674,4816,36327,102197,5807,0,15749,5936,32531,3899,7648,2711,3810,1853,15382,3662,12335,0,14259,7357,0,2088,3665,0,1934,6330,1900,154232,12194,6248,8075,3349,17513,5209,17508,3160,3315,6585,6964,4437,3894,5939,7259,3465,0,3694,24578,3148,0
165.0,244240,0,5274,23812,9663,2074,36992,12734,11526,0,10749,5038,211833,10696,0,11943,11161,15409,3162,8980,0,3116,4626,19258,8827,8856,4230,22997,5908,0,197400,10516,5017,7551,4311,0,77545,11618,12332,4303,7684,18901,6592,23790,12600,5903,8794,9314,5748,4620,24982,10934,10634,2832,13638,6980,9631,0
166.0,30100,0,1901,9376,10154,0,9878,4023,6751,0,4984,0,22495988,3199,0,2869,5393,828929,6249,4480,0,2847,42885,8941,5117,17671,0,27517,1857,0,51907,3266,48552,0,2919,0,37502,2047,5080,0,0,15177,0,21723,18372,0,5852,24981,0,0,6029,5005,5171,0,5444,3191,2310,0
167.0,10209,1424,65094,17793,8412,2539,9027,20865,27865,6116,19951,11832,5380977,17062,4130,23525,22086,105524,5501,16038,5907,9400,13645,16278,17853,16332,9731,24218,8700,7710,301047,44805,18200,12365,5771,4452,27674,7959,14557,7712,11608,30678,11862,23173,10791,11178,13125,93382,8434,11552,85498,46208,13621,0,36728,9502,12278,1398495
168.0,3338,0,8946,5685,8891,0,1308,6398,7470,3610,5798,0,802344,5703,0,3149,5761,77581,0,5524,0,3061,3079,5785,6048,15296,0,25558,0,0,256087,6852,0,1884,2696,0,1515,4531,6045,4949,2523,38416,3347,39733,8892,42165,5649,79255,2454,2050,15878,10785,4259,0,6349,1937,0,277564
169.0,9685,1326,10726,27040,13415,8834,10120,34859,36970,10620,32092,9758,512976,29462,6944,22498,27838,29628,13663,28611,11869,15330,14483,27147,24906,27345,15044,41404,11247,11603,44392,21508,8783,21226,13060,19729,17476,14868,40587,13355,21413,45634,25742,15306,22213,71564,340965,51410,15074,20864,261832,209631,274401,3507,134487,13145,26398,47820
170.0,1839,0,5152,9767,3753,4214,0,8978,10249,5985,7034,4474,192783,7699,5011,5898,6161,10110,4781,8792,11425,5639,5709,5188,6997,11425,3393,159510,0,1949,6410,4356,0,4486,2081,4369,3871,3289,6664,7971,4617,11025,9723,19979,4078,339690,40368,8791,5955,2199,44894,26325,45564,13299,21020,0,2392,19707
171.0,7539,1946,14544,25591,19536,14019,15143,45734,39823,13250,38389,11551,177827,36697,12986,27365,37701,26044,18925,39287,15755,19071,20212,25452,30313,30703,15673,1882471,13951,10447,23653,23253,11609,28706,13741,16548,22868,18025,30683,18934,23939,50415,35213,14121,32061,635778,36794,21520,28272,19790,382541,58679,25361,4485,40810,17516,15862,22250
172.0,1971,0,5246,32431,5574,2030,3025,11737,12961,11545,8472,4095,53062,10579,8606,10492,7875,10993,4946,11618,123437,6073,6323,5663,7985,16426,4221,529870,2878,12983,9193,3833,3227,5622,4373,4668,9067,6447,6162,11307,6365,17521,4672,19791,7439,115174,7438,6043,9643,5252,63705,11881,6135,17741,7417,0,3280,3772
173.0,29556,0,6805,16239,12097,3911,4808,31379,28115,4858,34493,6679,43703,25698,4665,17043,21954,11419,14220,24747,18534,8304,6511,15419,64760,19703,7192,109386,10769,8668,8430,14004,5904,14558,6280,6520,27703,5259,14014,9150,15572,51206,9871,11800,5539,24454,19759,13064,9716,7092,186228,132563,10023,2696,19595,12936,7313,5190
174.0,23542,0,1580,5770,2348,2399,4556,7970,8653,4819,8010,2494,26821,8463,4429,5157,5523,10158,11501,10519,6071,1922,0,3984,9701,7523,1434,62638,2438,0,0,3533,0,4251,0,0,725147,0,3696,3702,2864,23849,3487,15372,0,6432,6150,4713,8821,1682,36747,19324,2074,0,4742,3890,1679,0
175.0,39100,0,4615,15468,86806,7058,0,25197,10523,3395,14569,2129,6874,10388,0,12798,15647,10029,59546,10787,0,3357,4088,7593,36098,11245,4156,142524,3183,4592,3047,10915,305283,6545,3796,2764,1123462,3024,8327,3347,4245,23781,4819,26052,3096,7732,10445,7747,13347,2783,20487,24647,0,0,18400,8550,2969,16086
176.0,32900,0,0,12515,10326,0,32137,7666,5361,1632,7109,0,4647,5594,3346,2982,4432,29867,18583,9434,0,2882,0,3434,8682,5329,7075,31476,378746,0,0,0,45440,3188,0,2304,218929,0,2595,0,0,21926,0,16196,0,3147,5496,3781,5649,0,7012,14777,1729,2195,5507,385091,0,2715
177.0,634367,0,6295,18419,14593,1809,35157,14886,21533,3338,13274,5108,4121,13112,0,16052,21513,15189,28575,11632,3487,7631,6592,12047,11305,10774,7291,30979,3877705,2493,7449,16691,6022,10267,7212,6183,53087,4888,10105,3963,11397,25703,8945,22160,4927,11580,8130,11057,14188,7601,16293,8664,6579,0,15304,3858446,7285,2091
178.0,143741,0,0,7499,2684,0,84905,4978,5268,0,3379,0,6832,23372,0,2423,3138,7739,5536,3662,0,0,0,0,4832,4051,0,11508,463082,0,6576608,3817,0,0,0,0,8136,4352,0,0,0,15491,2495,10821,0,0,4564,1349,2643,0,4775,4178,0,0,1583,479055,0,0
179.0,1321832,0,5377,21560,38731,0,17543,19501,12828,606841,12673,2988,3226,14246,0,18005,18515,10217,5008,8608,3129,4438,4954,11849,13472,11515,4727,88541,291031,3556,5611069,21223,3070,9963,3978,6216,16884,4809,8522,6256,4835,36793,5408,30785,3980,5155,7749,19964,9357,2686,15875,122332,10442,0,9391,286965,12183,5308
180.0,206631,1459,4524,34542,9320,0,3119,8366,8426,82962,6697,1562,5334,13925,0,5297,8527,7878,0,6315,3153,2666,2467,10430,5568,9976,3131,30911,88188,4069,1098944,6036,4362,4634,14702,0,10244,5842,7263,0,12096,26577,6668,33464,2135,8104,9504,16358,4590,5782,6678,25475,8974,1283,5318,88622,4472,1505
181.0,71915,0,4851,36786,10759,0,4206,15403,15354,22639,14070,2317,22544,14371,0,11415,12012,5911,0,11235,2796,3508,5077,18463,11521,12160,4751,16049,33176,0,320523,14138,0,7994,4818,14351,7048,4524,8705,3985,7418,25812,6425,70407,2576,7575,11004,15325,5018,5605,23100,53360,11092,2138,24580,28601,70890,42956
182.0,27448,0,3803,23362,2490,0,5292,5239,4245,6181,3997,0,336615,3653,0,1653,4352,72698,0,4457,2678,3657,2340,57558,5220,9759,0,13660,15231,1620,117425,0,0,0,0,2732,0,0,0,9848,0,11460,0,135309,2376,0,1836,0,2861,0,5731,9322,3482,165896,7435,15885,12443,7189
183.0,10229,0,8460,29505,9670,2792,3663,25920,31190,6715,25170,5516,47372,21781,4274,20211,21580,13988,6850,20681,4377,11973,5659,62488,17979,17450,29364,23284,8786,16788,244831,13162,3459,13037,4564,9636,8474,5933,12528,8963,9647,68159,8989,29749,4590,8899,18402,30163,12574,11916,57394,745827,237238,41259,28193,6511,157492,8752
